CustomerID,TotalSpent,NumOrders,AvgBasketSize,Country,Recency,Frequency,Monetary,HighValueCustomer,CustomerSegment
12345.0,70478.815,20,53.83139534883721,United Kingdom,5,0.8992614475627769,70478.815,1,Gold
12346.0,47045.259999999995,12,54.70238095238095,United Kingdom,30,0.5356011730205279,47045.259999999995,0,Silver
12347.0,49909.0675,11,56.91558441558441,United Kingdom,20,0.5618120805369128,49909.0675,0,Gold
12350.0,29937.42,9,54.898305084745765,United Kingdom,20,0.4596644295302013,29937.42,0,Bronze
12352.0,37173.1625,11,54.7027027027027,United Kingdom,41,0.49532544378698223,37173.1625,0,Silver
12354.0,56037.9375,12,53.292929292929294,United Kingdom,20,0.5517824773413897,56037.9375,1,Gold
12355.0,26585.329999999998,7,51.5948275862069,United Kingdom,59,0.5353768844221106,26585.329999999998,0,Bronze
12356.0,20016.985,8,54.75961538461539,United Kingdom,125,0.5676456876456877,20016.985,0,Bronze
12357.0,66964.9025,15,55.50406504065041,United Kingdom,16,0.6513552068473609,66964.9025,1,Gold
12358.0,45300.479999999996,10,61.41558441558441,United Kingdom,47,0.6435517970401692,45300.479999999996,0,Silver
12363.0,40162.615,12,60.858024691358025,United Kingdom,12,0.5761514195583597,40162.615,0,Silver
12364.0,74028.2775,14,55.40625,United Kingdom,12,0.7790859232175503,74028.2775,1,Gold
12367.0,32324.705,8,55.90151515151515,United Kingdom,10,0.5399556541019955,32324.705,0,Bronze
12369.0,15629.235,7,57.91489361702128,United Kingdom,20,0.3189820359281437,15629.235,0,Bronze
12371.0,36259.77,8,65.7536231884058,United Kingdom,4,0.44357012750455377,36259.77,0,Silver
12373.0,34859.4075,8,60.30597014925373,United Kingdom,163,0.4242508710801394,34859.4075,0,Bronze
12374.0,38959.2,12,48.62376237623762,USA,33,0.5188636363636364,38959.2,0,Silver
12375.0,49845.74,10,58.34756097560975,United Kingdom,32,0.4998357963875205,49845.74,0,Gold
12376.0,23831.335,5,61.80952380952381,USA,38,0.3853164556962026,23831.335,0,Bronze
12378.0,43739.795,10,56.135802469135804,United Kingdom,2,0.4563718140929536,43739.795,0,Silver
12379.0,42111.042499999996,9,55.63855421686747,Germany,11,0.37631868131868135,42111.042499999996,0,Silver
12380.0,36720.229999999996,7,54.291666666666664,United Kingdom,63,0.38883211678832114,36720.229999999996,0,Silver
12381.0,31223.719999999998,10,52.19277108433735,Netherlands,69,0.4605143721633888,31223.719999999998,0,Bronze
12383.0,33767.84,10,52.22727272727273,United Kingdom,87,0.48626198083067096,33767.84,0,Bronze
12384.0,49043.165,13,53.49519230769231,United Kingdom,94,0.6424025974025974,49043.165,0,Gold
12388.0,21747.095,6,48.470588235294116,United Kingdom,8,0.2784146341463415,21747.095,0,Bronze
12389.0,40881.7875,10,55.43589743589744,United Kingdom,154,0.6660831509846827,40881.7875,0,Silver
12390.0,47965.895,12,54.271844660194176,United Kingdom,40,0.73056,47965.895,0,Silver
12391.0,71770.3625,10,62.63068181818182,United Kingdom,7,0.48471337579617835,71770.3625,1,Gold
12393.0,31977.5025,6,59.619565217391305,Spain,53,0.26780058651026395,31977.5025,0,Bronze
12398.0,27611.805,7,56.04838709677419,United Kingdom,27,0.4662582056892779,27611.805,0,Bronze
12399.0,36026.1575,8,63.61971830985915,United Kingdom,45,0.3549854227405248,36026.1575,0,Silver
12401.0,32678.4325,10,55.173611111111114,United Kingdom,60,0.46544342507645264,32678.4325,0,Bronze
12403.0,23814.565,8,57.706896551724135,Germany,125,0.7058550724637682,23814.565,0,Bronze
12404.0,21463.43,6,51.883720930232556,United Kingdom,65,0.2721907600596125,21463.43,0,Bronze
12406.0,80032.26999999999,15,66.96610169491525,United Kingdom,3,0.6458274398868459,80032.26999999999,1,Gold
12408.0,53023.002499999995,12,59.56666666666667,United Kingdom,16,0.6212244897959184,53023.002499999995,1,Gold
12409.0,36740.13,11,63.21590909090909,United Kingdom,29,0.5400645161290323,36740.13,0,Silver
12412.0,48551.2675,11,56.729166666666664,United Kingdom,29,0.47293785310734465,48551.2675,0,Silver
12414.0,51410.3575,15,58.38785046728972,United Kingdom,17,0.7090062111801242,51410.3575,0,Gold
12415.0,26563.51,8,62.02238805970149,United Kingdom,43,0.3560233918128655,26563.51,0,Bronze
12417.0,32701.93,9,53.007936507936506,United Kingdom,34,0.5159322033898305,32701.93,0,Bronze
12418.0,54299.0525,13,62.526041666666664,United Kingdom,21,0.5941741741741743,54299.0525,1,Gold
12419.0,32116.16,10,50.872093023255815,United Kingdom,219,0.5887814313346229,32116.16,0,Bronze
12421.0,41567.04,11,61.701219512195124,United Kingdom,8,0.5665651438240271,41567.04,0,Silver
12422.0,54560.064999999995,9,61.9390243902439,Spain,36,0.6814925373134328,54560.064999999995,1,Gold
12423.0,42853.7575,9,61.07236842105263,United Kingdom,69,0.4157207890743551,42853.7575,0,Silver
12426.0,62972.0925,15,60.11231884057971,United Kingdom,15,0.6403927068723703,62972.0925,1,Gold
12427.0,36402.02,10,58.05263157894737,United Kingdom,15,0.4210235131396957,36402.02,0,Silver
12429.0,70797.45,19,57.05223880597015,France,9,0.8568296296296297,70797.45,1,Gold
12432.0,63780.04749999999,11,60.13,Switzerland,3,0.4549456521739131,63780.04749999999,1,Gold
12434.0,22496.52,8,52.919117647058826,USA,50,0.3883891547049442,22496.52,0,Bronze
12435.0,47674.685,10,63.43125,United Kingdom,7,0.6408421052631579,47674.685,0,Silver
12436.0,24909.329999999998,8,52.34166666666667,Spain,68,0.49799591002044996,24909.329999999998,0,Bronze
12437.0,31782.975,6,55.8125,United Kingdom,63,0.3927741935483871,31782.975,0,Bronze
12440.0,45315.445,10,60.38125,United Kingdom,45,0.44179970972423804,45315.445,0,Silver
12446.0,39914.205,11,53.752941176470586,Germany,7,0.5874385964912281,39914.205,0,Silver
12449.0,46170.759999999995,15,56.679245283018865,United Kingdom,45,0.7035439137134052,46170.759999999995,0,Silver
12450.0,31118.05,8,56.40714285714286,United Kingdom,1,0.3354269972451791,31118.05,0,Bronze
12451.0,47575.96,13,57.58910891089109,United Kingdom,21,0.55268156424581,47575.96,0,Silver
12454.0,56080.965,11,57.52717391304348,United Kingdom,154,0.5936879432624114,56080.965,1,Gold
12455.0,33166.915,9,55.04320987654321,United Kingdom,49,0.43348101265822786,33166.915,0,Bronze
12456.0,25274.23,8,46.98412698412698,United Kingdom,74,0.39151125401929265,25274.23,0,Bronze
12458.0,30250.079999999998,6,66.4090909090909,United Kingdom,20,0.3595275590551181,30250.079999999998,0,Bronze
12462.0,27100.87,7,47.595238095238095,United Kingdom,3,0.4622125813449024,27100.87,0,Bronze
12463.0,37138.295,11,52.138888888888886,France,17,0.6341666666666667,37138.295,0,Silver
12464.0,8409.985,3,51.578125,United Kingdom,21,0.16879852125693162,8409.985,0,Bronze
12465.0,54180.435,14,55.3716814159292,United Kingdom,3,0.5918888888888889,54180.435,1,Gold
12466.0,41015.345,9,58.00617283950617,United Kingdom,28,0.7042673521850901,41015.345,0,Silver
12470.0,37019.0675,11,58.36904761904762,France,64,0.5366025641025641,37019.0675,0,Silver
12471.0,23276.212499999998,5,54.54054054054054,Spain,73,0.268904593639576,23276.212499999998,0,Bronze
12472.0,32817.4225,12,53.67058823529412,United Kingdom,9,0.5010699588477366,32817.4225,0,Bronze
12473.0,58784.002499999995,15,53.37826086956522,United Kingdom,13,0.7101088646967341,58784.002499999995,1,Gold
12475.0,23756.295,8,50.11206896551724,United Kingdom,2,0.3602366863905325,23756.295,0,Bronze
12478.0,61833.017499999994,12,67.04128440366972,United Kingdom,28,0.7233267326732674,61833.017499999994,1,Gold
12479.0,16151.76,5,60.63414634146341,United Kingdom,58,0.3323144104803494,16151.76,0,Bronze
12481.0,28732.3975,7,58.48245614035088,United Kingdom,33,0.31106569343065693,28732.3975,0,Bronze
12482.0,77455.455,19,55.826388888888886,USA,19,0.8309770114942528,77455.455,1,Gold
12483.0,28152.77,9,51.833333333333336,United Kingdom,4,0.3815598885793872,28152.77,0,Bronze
12486.0,34588.055,11,51.773809523809526,United Kingdom,10,0.5306497622820919,34588.055,0,Bronze
12487.0,59667.84,15,51.01239669421488,United Kingdom,30,0.8212230215827337,59667.84,1,Gold
12489.0,45354.4975,10,65.49305555555556,United Kingdom,17,0.5349736379613358,45354.4975,0,Silver
12490.0,35507.225,10,58.166666666666664,France,8,0.42573426573426576,35507.225,0,Silver
12493.0,20125.575,5,52.69736842105263,United Kingdom,114,0.5494584837545127,20125.575,0,Bronze
12494.0,55740.759999999995,11,57.81521739130435,United Kingdom,1,0.5833449477351916,55740.759999999995,1,Gold
12496.0,45705.097499999996,12,54.31382978723404,France,31,0.5255827338129496,45705.097499999996,0,Silver
12497.0,35856.99,11,53.359550561797754,United Kingdom,30,0.5348881789137381,35856.99,0,Silver
12498.0,16195.985,6,56.62765957446808,United Kingdom,88,0.3296750902527076,16195.985,0,Bronze
12500.0,32149.79,8,66.1875,United Kingdom,5,0.7017867435158502,32149.79,0,Bronze
12502.0,59661.395,12,55.56701030927835,United Kingdom,29,0.5988196721311476,59661.395,1,Gold
12503.0,44883.0475,11,55.16842105263158,United Kingdom,87,0.7786976744186047,44883.0475,0,Silver
12505.0,26645.715,7,46.77,United Kingdom,72,0.3238297872340426,26645.715,0,Bronze
12506.0,24664.04,5,64.3076923076923,United Kingdom,96,0.5159322033898306,24664.04,0,Bronze
12507.0,59865.055,17,55.11742424242424,United Kingdom,18,0.9240714285714285,59865.055,1,Gold
12508.0,57241.2975,12,58.84848484848485,United Kingdom,107,0.6027722772277229,57241.2975,1,Gold
12509.0,27209.269999999997,10,52.38513513513514,United Kingdom,26,0.42994350282485877,27209.269999999997,0,Bronze
12510.0,32228.675,10,54.892405063291136,United Kingdom,6,0.52573402417962,32228.675,0,Bronze
12512.0,53745.175,12,58.916666666666664,Spain,24,0.5891612903225807,53745.175,1,Gold
12513.0,24874.12,7,49.16379310344828,United Kingdom,100,0.3636177474402731,24874.12,0,Bronze
12514.0,46625.4125,10,56.18817204301075,United Kingdom,28,0.4675883256528418,46625.4125,0,Silver
12515.0,52491.56,13,57.05882352941177,United Kingdom,21,0.5557865168539325,52491.56,0,Gold
12517.0,52845.2825,10,62.13291139240506,United Kingdom,39,0.4981996726677578,52845.2825,1,Gold
12518.0,32154.942499999997,8,53.917910447761194,United Kingdom,156,0.42499127399650966,32154.942499999997,0,Bronze
